0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Electronic,Mount Kimbie,Would Know,7KIiwHwKPyBNVNfWgnqF2i,34,0.452,0.683,196050,0.653,0.888,E,0.35,-8.855,Major,0.421,140.028,4/4,0.329
Country,Darius Rucker,Twenty Something,4qZYuEa6nDveq3X0hBqcu8,43,0.405,0.404,190640,0.616,0,C,0.368,-6.457,Major,0.0308,84.767,4/4,0.343
Hip-Hop,PnB Rock,Rewind,2aTUOXJgXvlQzK2KCcgYQt,58,0.734,0.607,241829,0.4,0.0,G,0.114,-8.472,Major,0.0302,114.132,4/4,0.551
Soundtrack,Ramin Djawadi,"I Will Keep You Safe - From The ""Game Of Thrones: Season 2"" Soundtrack",6CJg5JyRI8tes5wQo83Jc6,32,0.865,0.158,138440,0.11,0.944,D,0.0929,-16.742,Major,0.0426,66.387,3/4,0.0322
Opera,Giacomo Puccini,"Manon Lescaut / Act 1: ""Ave, sera gentile""",3efXojbWZI55yJ3HGRC0d0,11,0.976,0.248,272681,0.287,0.608,F#,0.182,-15.815,Minor,0.0394,78.902,4/4,0.491
Movie,Henri Salvador,Les DerniÃ¨res Hirondelles,07wOUlhczemR4BXoKkqrJf,1,0.593,0.424,200947,0.347,0.00217,E,0.107,-11.492,Minor,0.0297,89.769,4/4,0.252
Classical,Wolfgang Amadeus Mozart,"Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": IV. Presto",6f2RXyFQVic60cYmHDhzlX,23,0.905,0.426,269067,0.137,0.9,G,0.356,-22.203,Major,0.0337,111.197,4/4,0.54
Comedy,George Carlin,Their Kids!,2Gh0iWJulcLQ2Fr0Rzn21t,29,0.776,0.56,69307,0.885,0.0,D,0.889,-9.868,Major,0.931,111.751,1/4,0.152
Indie,I'm With Her,Overland,4x8q2pNkL1UVTf6b4l2TG3,54,0.936,0.586,205800,0.102,0.0,D,0.11,-13.591,Major,0.0395,136.185,4/4,0.277
R&B,Gwen Stefani,Asking 4 It,7uM3Y0mSRa4tZZ9ONBPyd7,46,0.0299,0.702,210547,0.722,0.0,C,0.249,-4.882,Major,0.0444,139.989,4/4,0.537
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, TH 12, Act I ""Terrace in Front of the Palace of Prince Siegfried"": Act I The terrace in front of the palace of Prince Siegfried: No. 4. Pas de trois: II. Andante sostenuto",0MgAsGo3OMzRaR7oZ0rbJS,35,0.846,0.14,162267,0.0166,0.492,G,0.121,-34.812,Minor,0.0413,100.721,1/4,0.0863
R&B,TWENTY88,Push It,6p5zh0HCAeE5WkWAxSxjeg,70,0.0321,0.617,154747,0.534,6.88e-06,F,0.19,-9.672,Minor,0.146,116.98,4/4,0.469
Ska,The Bouncing Souls,Bullying The Jukebox,0ml8EENbogTBv1oB7RJHY2,29,0.0363,0.469,228800,0.942,0.0,E,0.242,-5.968,Major,0.0979,134.359,4/4,0.67
Alternative,Disturbed,The Sound of Silence - Live feat. Myles Kennedy,6Mr7IQ4rYYPlx4drRXg2S2,50,0.374,0.274,292120,0.6,1.58e-06,F#,0.883,-6.089,Minor,0.0378,82.633,4/4,0.224
Blues,Black Rebel Motorcycle Club,Stop,1hQeWcxfYgnfrri6ZDbPoJ,39,0.0157,0.411,276933,0.976,0.74,E,0.233,-2.177,Minor,0.098,123.889,4/4,0.342
Classical,Felix Mendelssohn,"String Quartet in A Minor, Op. 13: String Quartet in A Minor, Op. 13: I. Adagio - Allegro vivace",6ITp4sykeMzy1gaKlAWFOT,24,0.854,0.252,465286,0.144,0.206,A,0.101,-17.745,Minor,0.0521,76.71,4/4,0.0984
Soundtrack,Kyle Dixon & Michael Stein,Eulogy,5SjLRpgI7LWFzy9ggSqlkO,50,0.984,0.155,219893,0.043,0.961,A#,0.0829,-24.235,Major,0.0379,135.999,5/4,0.0368
Reggaeton,Pacho El Antifeka,Por Estar Roncando - Remix,1eYgjM30xjGZXjhobsdq1I,30,0.741,0.698,509999,0.572,0.0,E,0.575,-9.484,Minor,0.253,80.1,4/4,0.731
Children's Music,Kimbo Children's Music,Just Like Yesterday (Casual 3/4 Meter),5jIq8ENf5egNpfoAwUuH7X,0,0.444,0.622,178680,0.465,0.000192,A#,0.0708,-8.281,Major,0.0667,125.099,3/4,0.773
Reggae,Althea And Donna,No More Fighting - 2001 Digital Remaster,2S0sC4tLzRxLVpHMxiaYrU,46,0.272,0.784,217560,0.662,0.00181,G,0.0502,-9.183,Major,0.135,79.535,4/4,0.703
Rap,G Herbo,Catch Up (feat. Chief Keef),1ARwts1jW4Jofcc8COstc2,60,0.0786,0.62,190720,0.667,0.0,C#,0.0654,-4.971,Minor,0.22,136.119,4/4,0.274
R&B,Meghan Trainor,Better When I'm Dancin',5k5fWendNngd89O8JKoE8L,70,0.53,0.756,176267,0.789,0.000711,D,0.157,-7.002,Major,0.0324,127.987,4/4,0.873
Country,Thomas Rhett,Grave,0rpwb2kLgS6KAZsostOj1O,60,0.0531,0.544,193680,0.654,0.0,F,0.137,-5.494,Major,0.0297,142.057,4/4,0.602
Alternative,Evanescence,Bring Me To Life,0COqiPhxzoWICwFCS4eZcp,75,0.00895,0.316,235893,0.945,1.85e-06,E,0.396,-3.169,Minor,0.124,189.931,4/4,0.32
Pop,Rainbow Kitten Surprise,When It Lands,16ro1is6DmDKkarlJMBbzV,59,0.444,0.727,269053,0.48,0.0,F,0.118,-9.278,Minor,0.0987,120.025,4/4,0.369
Childrenâs Music,MIKESCHAIR,All I Can Do (Thank You),0shVQUKS0dOq9lfocUhssI,49,0.0206,0.532,218707,0.825,4.5e-06,G,0.307,-4.901,Major,0.0294,90.029,4/4,0.66
Opera,Nicolai Gedda,"Werther (2003 Digital Remaster), Act III: Toute mon Ã¢me est lÃ !...Pourquoi me rÃ©veiller (Charlotte/Werther)",4Bc6OhAZrdA46uKmoVBICY,8,0.975,0.229,156720,0.197,0.37,F#,0.243,-15.366,Minor,0.0437,63.66,3/4,0.0785
Blues,Eric Johnson,Song For Irene,250Y5ghha5UHY1mMgWZ2nD,41,0.901,0.386,149013,0.299,0.95,D,0.108,-15.785,Major,0.0391,163.042,4/4,0.832
Country,Sam Riggs,The Lucky Ones,4V2uwqLS72bQAxVYnMtsij,42,0.189,0.459,281760,0.655,0.00078,F,0.0963,-7.502,Minor,0.031,77.924,4/4,0.395
Childrenâs Music,The Avett Brothers,No Hard Feelings,711WfDztCZpnmJg7Uvwod3,59,0.693,0.485,314680,0.324,2.37e-05,F,0.115,-8.185,Major,0.031,142.011,3/4,0.187
Reggaeton,Arcangel,Mi Fanatica,7rbtNjuh56l71xV7Uowf50,56,0.0446,0.875,228560,0.691,0.00326,E,0.219,-7.704,Major,0.114,92.993,4/4,0.612
Comedy,Tom Papa,Scary Skies,1Kys0DfIYrN5Oo9yPru2pv,13,0.775,0.456,169173,0.859,0.0,A,0.749,-9.063,Major,0.866,165.864,4/4,0.677
World,Brian Eno,The Ritan Bells,4l4j2KuS5Q7c1OxkNGGnmt,35,0.976,0.166,1005142,0.0367,0.889,F,0.11,-24.977,Minor,0.0539,65.088,4/4,0.0376
Electronic,San Holo,Still Looking - CESQEAUX Remix,60wtM0UQpcxkYKfwgPPBXc,40,0.132,0.617,189200,0.804,4.59e-05,F#,0.0901,-6.015,Major,0.086,150.055,4/4,0.642
Rap,Kevin Gates,What If,0xLveImn5AxGYzeyw1oz9O,57,0.0523,0.684,194718,0.597,0.0,D#,0.138,-5.357,Minor,0.0344,132.942,4/4,0.187
Rap,Kanye West,Mercy,4qikXelSRKvoCqFcHLB2H2,71,0.0855,0.737,332453,0.545,9.32e-05,F#,0.153,-8.536,Minor,0.362,140.086,4/4,0.443
Dance,*NSYNC,I Want You Back - Radio Edit,5AmRtvaQgLmZ7CxOxABq4Y,57,0.0743,0.754,199787,0.946,0.000391,G#,0.401,-2.149,Minor,0.0403,112.042,4/4,0.865
Ska,The Flatliners,Khtdr,0n3Hwf6dJlUyhSufqIkL2H,20,0.000718,0.369,429627,0.961,4.11e-06,F#,0.296,-4.631,Minor,0.112,104.572,4/4,0.353
Soul,Leon Bridges,Twistin' & Groovin' - Live at SXSW 2015,2eFMCbj0PPXTjfYEi12Xdk,35,0.199,0.464,268280,0.785,0.0,E,0.844,-5.861,Major,0.177,125.297,4/4,0.607
Pop,Drake,Ice Melts,7bJ4mu7MHa3rHiNyKjOoSl,64,0.0754,0.813,250770,0.558,0.0,A,0.385,-7.559,Major,0.337,124.949,4/4,0.631
Comedy,Pablo Francisco,New Orleans,3PJlmBYxb1n9kCKrburHFE,15,0.777,0.532,170267,0.63,0.0,F#,0.96,-22.078,Major,0.91,83.307,1/4,0.19
Jazz,Lafayette Afro Rock Band,Darkest Light - Remastered,72mudXRDKdCxUu0He3W6H6,51,0.296,0.373,385546,0.78,0.0424,B,0.379,-5.783,Major,0.0509,105.144,4/4,0.539
Classical,Wolfgang Amadeus Mozart,"La clemenza di Tito, K. 621, Act II: No, cosÃ¬ scellerato",28rKNvV6t81VvrAKi5FF9i,0,0.912,0.466,95040,0.108,0.0,F,0.109,-27.323,Minor,0.429,88.555,5/4,0.212
Country,Kip Moore,Just Another Girl,2ogvGwYzRy9JmkcgBdxv8H,48,0.0276,0.697,227707,0.882,1.76e-05,E,0.083,-4.311,Major,0.0397,102.058,4/4,0.812
Country,Kenny Chesney,Better Boat (feat. Mindy Smith),357oRj2nlGc9QLjMGifVtS,57,0.827,0.574,224945,0.265,2.25e-05,F#,0.133,-11.3,Major,0.0302,143.808,4/4,0.394
Reggaeton,Wisin & Yandel,Entregate,17hJfrsR2guWLnZeN6mTw1,43,0.18,0.867,225360,0.685,0.0,E,0.346,-3.796,Minor,0.135,93.998,4/4,0.691
Pop,Nick Jonas,"Introducing Me - From ""Camp Rock 2: The Final Jam""",74tQaH4CxM5Rs9BzerEbHr,68,0.46,0.513,186893,0.496,0.0,B,0.106,-6.049,Major,0.0511,113.072,4/4,0.676
Rock,Nickelback,Rockstar,6n9yCXvLhnYMgJIiIcMu7D,68,0.0459,0.616,252040,0.91,0.0,C,0.343,-3.004,Major,0.0386,144.073,4/4,0.693
Movie,Randy Newman,I Want Everyone To Like Me,0bG6oksss83lLJJYGXI9nl,11,0.484,0.76,179840,0.489,0.0491,C,0.111,-13.06,Major,0.0573,127.129,4/4,0.646
Jazz,Tommy Guerrero,Los padres,7l5DDOzlf8q5S87KbrNI16,43,0.556,0.648,242390,0.484,0.857,C#,0.0683,-8.585,Minor,0.0654,174.977,4/4,0.933
Alternative,Matt Maher,"Lord, I Need You",4EHWldZTas5KUyFtT0rQlY,62,0.517,0.457,205667,0.451,0,A#,0.0928,-6.997,Major,0.029,74.923,4/4,0.185
Electronic,What So Not,Oddity,5YkM2oXA8KZOIc0qpU4Sx6,39,0.0103,0.586,251890,0.72,0.264,D#,0.11,-8.965,Minor,0.0621,139.992,4/4,0.0654
Classical,Johann Sebastian Bach,"Violin Partita No. 2 in D Minor, BWV 1004: IV. Gigue",6bYs346aPF9xLbe0fyxst6,21,0.993,0.31,231133,0.161,0.939,D,0.239,-22.144,Minor,0.0481,79.563,4/4,0.751
Jazz,Cafe Jazz Deluxe,Husky Dancer,4hDt77hkDlA8VPBxSYDnQC,41,0.96,0.719,76235,0.0908,0.907,F,0.112,-21.843,Minor,0.0507,84.944,3/4,0.585
Jazz,Pat Metheny Group,Are You Going With Me?,4gGbnyw4jztAZSIPYuabs5,43,0.543,0.645,527373,0.345,0.866,C,0.0983,-15.857,Minor,0.0327,120.272,4/4,0.489
Electronic,Gaullin,Where R U,4gxBd6G8swrRoOeWPnNFie,44,0.0203,0.838,155664,0.619,0.000256,D#,0.174,-9.338,Minor,0.0627,128.061,4/4,0.0986
Opera,Jean-Philippe Rameau,La naissance d'Osiris: Premier et deuxieme tambourin,54VVrvMTeqdMeoLWW2pDFC,28,0.863,0.459,154973,0.19,0.365,C#,0.347,-15.383,Major,0.0355,126.794,4/4,0.529
Rock,The Hollies,We're Through,5ZtfnXND8dgBljCTwuSunP,59,0.473,0.616,135760,0.691,8.01e-06,D,0.0958,-9.833,Major,0.0465,92.995,4/4,0.858
Folk,Four Tops,Baby I Need Your Loving,3aCbwWCYCT3MJjZeUnlcp4,56,0.437,0.632,166027,0.686,0.0,C,0.193,-6.116,Minor,0.0395,121.414,4/4,0.65
Classical,Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 - ""Choral"": 4b. Allegro assai - Live",6fSjfDNhXEiYhdHGqdigK9,33,0.966,0.197,220533,0.0604,0.95,D,0.277,-19.014,Major,0.034,138.839,4/4,0.241
Comedy,Tenacious D,Dude (I Totally Miss You),49E5m0yZWoxb7Yms94Ik8B,53,0.17,0.627,173640,0.478,6.92e-05,E,0.301,-7.141,Minor,0.038,129.962,3/4,0.378
World,Aaron Keyes,Song of Moses,1Z80HLk4kfEM8Cr7ItPsjo,29,0.0773,0.451,255147,0.654,2.52e-06,G,0.0723,-7.282,Major,0.0295,144.077,3/4,0.376
Rap,Drake,Jungle,7JXZq0JgG2zTrSOAgY8VMC,72,0.614,0.508,320400,0.234,0.000163,G,0.111,-8.724,Major,0.109,195.092,4/4,0.392
Dance,Clean Bandit,Baby (feat. MARINA & Luis Fonsi) - Luca Schreiner Remix,02mqJ3mpw8MLDmM2cqIVB9,58,0.285,0.718,195147,0.735,0,C,0.0545,-8.198,Minor,0.353,122.969,4/4,0.336
Dance,Band Of Skulls,I Know What I Am,5rMNQfYhBMlyitrMAiwQfc,48,0.175,0.64,198000,0.904,1.21e-05,A,0.105,-4.28,Major,0.0874,99.41,4/4,0.559
Childrenâs Music,Linkin Park,POWERLESS,4zNk347FJz4yDDcjUhJJMI,61,0.0621,0.508,224467,0.88,9.43e-05,F,0.15,-6.441,Minor,0.0448,140.065,1/4,0.337
Rap,Tech N9ne,Godspeed,6giBXGOq6QXSlc10YPqYky,50,0.0602,0.756,247147,0.835,0.0,B,0.195,-5.523,Minor,0.241,95.984,4/4,0.444
Jazz,Oscar Peterson Trio,All the Things You Are,3TSdkwPeUfvgLwNTF8gfC0,59,0.526,0.601,370385,0.314,0.878,F,0.0937,-16.922,Minor,0.0353,135.712,4/4,0.316
Indie,Slow Pulp,Steel Birds,4IZs7g9GdG5lrlSaZDtbdL,52,0.484,0.588,205714,0.369,0.00187,D,0.108,-8.999,Major,0.0266,140.038,4/4,0.288
Movie,Lorie,Je t'aime maman,672N4nXnzHMSIBxzqwPuHw,18,0.665,0.509,234720,0.736,1.5e-05,D,0.159,-6.315,Major,0.0292,76.98,4/4,0.338
Childrenâs Music,Three Days Grace,Landmine,1QGnq9t4JQTk80eGGn7gPN,52,0.00159,0.518,205520,0.972,2.92e-06,G#,0.23,-4.161,Major,0.0794,131.913,4/4,0.311
Soul,St. Lucia,Love Somebody,3pQgW59K5ltcwGuqONPoj9,44,0.121,0.562,300467,0.547,2.58e-06,C,0.159,-6.828,Minor,0.0329,142.578,4/4,0.503
Alternative,Art Of Dying,Tear Down the Wall,6MNtx2I1QaELzsLDaxAchs,53,0.000295,0.58,184977,0.964,2.73e-05,D,0.325,-3.591,Major,0.0417,96.009,4/4,0.619
Pop,Ed Sheeran,Small Bump,4z1O25cq9g2kuJemmUxc21,69,0.689,0.81,259413,0.436,0.000151,A#,0.11,-12.683,Major,0.0717,119.973,4/4,0.446
Soul,Ms. Lauryn Hill,Just Like Water - Live,4GedwOz9QDga5UI6n1wUPW,43,0.886,0.489,369173,0.365,8.06e-06,C#,0.73,-14.716,Minor,0.101,80.018,4/4,0.649
Movie,Henri Salvador,Toi - live,7KEfzcf4xa23TSefjP2Z6d,1,0.649,0.619,196293,0.814,0,F,0.684,-7.35,Minor,0.55,168.158,4/4,0.687
Classical,Ludwig van Beethoven,"String Quartet No. 14 in C-Sharp Minor, Op. 131: V. Presto",1KoZy1w16FZTd0JPCtGpry,21,0.94,0.572,328587,0.151,0.771,E,0.338,-21.13,Major,0.0472,108.786,4/4,0.634
Electronic,Getter,In The Cuts,4yaPPzOVk0huyZx34l9yv9,32,0.0017,0.709,230400,0.993,0.00246,C,0.679,-1.338,Major,0.0659,112.533,3/4,0.086
Comedy,Hannibal Buress,I'm 'bout It 'bout It,0lEtSvtgZt2v9eS4WEitRx,31,0.881,0.535,363439,0.583,1.72e-06,D,0.856,-10.282,Minor,0.951,82.099,3/4,0.356
Blues,Hot Tuna,Hesitation Blues - Live,2ZA8w7VIA2A5bFmb3ViXoQ,27,0.28,0.524,306867,0.2,0.0845,C,0.687,-18.199,Major,0.0391,126.048,4/4,0.609
Soul,Ms. Lauryn Hill,Intro,34QTgJPSf9Nvpw3NrlX8pu,50,0.718,0.373,47293,0.349,0.00183,G,0.382,-19.331,Minor,0.359,93.073,4/4,0.566
Blues,Vintage Trouble,Rocket Man,6O4BH3bGqslycBcEYlo8w6,32,0.132,0.569,284431,0.733,0.0,A#,0.1,-7.47,Major,0.0848,135.101,4/4,0.596
Hip-Hop,Swizz Beatz,25 Soldiers,72ndijto2L1I0qxk3qgvT9,51,0.207,0.533,287557,0.876,0.0,C#,0.857,-4.041,Major,0.324,76.0,4/4,0.119
Hip-Hop,Nicky Jam,El Amante,3umS4y3uQDkqekNjVpiRUs,75,0.243,0.683,219507,0.691,0.0,G#,0.14,-5.535,Major,0.0432,179.91,4/4,0.732
Alternative,MARINA,Lies,2k4yzd3YejgP3kqOo0FOnS,49,0.0154,0.561,226200,0.671,0,G,0.171,-5.582,Major,0.0338,124.06,4/4,0.278
Rock,U2,Vertigo,57ZXcBtCZXSg9TVV5xRdnR,57,0.000153,0.391,194520,0.831,0.00192,D,0.141,-3.892,Major,0.0613,139.946,4/4,0.683
Hip-Hop,Caye,Easy (feat. Wiz Khalifa),5vUel569Lei71zcFkbHr3W,47,0.166,0.78,186441,0.649,0.0,G,0.333,-5.024,Major,0.0541,88.498,4/4,0.656
Anime,UVERworld,Ã Choir,0QWaSdI265tZCeI1vQ7tvB,30,0.027,0.623,341427,0.886,0,G#,0.439,-3.408,Major,0.127,134.975,4/4,0.673
Ska,The Pioneers,Su Su Su,1vuo2QkypenFi0tgJlU2BS,23,0.097,0.85,135253,0.572,3.98e-05,F#,0.0653,-10.574,Major,0.0454,136.463,4/4,0.967
Country,Mel McDaniel,Countryfied,3WEzVVYvgHln40EnaJr3HX,38,0.347,0.706,158720,0.618,0.000118,D,0.0875,-7.559,Major,0.0655,91.374,4/4,0.95
Jazz,Godspeed You! Black Emperor,Undoing a Luciferian Towers,7bj0oFSqzcbMpx12DX8q0D,41,0.00115,0.132,467049,0.575,0.752,C#,0.11,-7.316,Major,0.0455,72.01,4/4,0.036
Reggaeton,Arcangel,Enamorado De Ti,6Gap7FCzt3a8Su8HzW76I4,46,0.00329,0.69,233840,0.953,0.107,G#,0.187,-5.554,Major,0.0522,135.027,4/4,0.344
Childrenâs Music,Marilyn Manson,This Is The New S**t,3C84jaEdYxiq8LC4jwYqj6,56,0.00106,0.573,259667,0.865,0.00469,D,0.116,-6.097,Major,0.104,178.115,4/4,0.616
Reggaeton,Don Omar,Slow Motion,5c84PdxrNFJnJXXb7JiaoZ,38,0.0869,0.736,190360,0.842,0.0,A#,0.0382,-4.919,Minor,0.222,180.014,4/4,0.695
Movie,Henri Salvador,"Emilie Jolie, le conteur & le lapin bleu, Pt. 2",6HkUmCYMzsVL8yVTSWFHxl,16,0.273,0.429,118027,0.463,0.0,A#,0.312,-19.687,Minor,0.873,171.312,3/4,0.169
R&B,Mario,Too Many Options,7ebGEvlCuIXZXl96fIhthi,53,0.625,0.691,213618,0.469,1.33e-05,A,0.112,-9.091,Minor,0.209,122.891,4/4,0.151
World,Rivers & Robots,We Have Overcome,5kw4tBzuZmZpmlzDHjAuAn,43,0.256,0.655,264604,0.611,0.0022,C,0.102,-8.557,Major,0.0284,119.952,4/4,0.216
Folk,Buffalo Springfield,Sit Down I Think I Love You,70dh9SQ7pcNLn7QE5dbIiX,43,0.556,0.637,153707,0.5,0.00076,B,0.169,-14.493,Major,0.0321,116.308,4/4,0.825
World,Gipsy Kings,Oy,4c46NMedkmTtkMJuVyXV2C,20,0.437,0.675,289373,0.903,1.48e-05,F#,0.146,-8.255,Minor,0.0365,117.449,4/4,0.793
Folk,Avey Tare's Slasher Flicks,Little Fang,7ArU1U22qrYZbjFgUDzN5S,42,0.0353,0.694,251773,0.707,0.0445,B,0.267,-6.079,Minor,0.0774,114.995,4/4,0.428
Anime,BLUE ENCOUNT,Run,6KrhHJcNRU5xKkEaWeTgUd,15,0.00259,0.328,235413,0.937,0.0,G,0.0498,-2.524,Major,0.0775,154.987,4/4,0.318
Electronic,Weval,I Don't Need It,50sjgMSxqKrijenm8JkUXS,38,0.106,0.382,346973,0.639,0.547,F#,0.192,-12.163,Major,0.0409,118.991,4/4,0.533
Classical,Ludwig van Beethoven,Adagio sostenuto I.,0lNVEuQfWr8pgxouT5jnH1,33,0.994,0.32,387307,0.0196,0.901,C#,0.126,-29.648,Minor,0.055,136.057,3/4,0.135
Alternative,Parkway Drive,I Hope You Rot,6t1s0Vj1gLkYyzkDQuAQEU,48,0.000369,0.475,290127,0.975,0.000536,E,0.412,-4.668,Minor,0.0752,140.028,4/4,0.358
Comedy,Daniel Tosh,PLEASE KILL ME,5NKhtZIDwyO89YzSEU3gup,41,0.772,0.56,258520,0.961,0.0,C#,0.716,-5.57,Major,0.92,110.934,3/4,0.151
World,Holger Czukay,Persian Love,442bKULxza63TOFGFHbvgV,27,0.675,0.589,386600,0.377,0.234,D,0.342,-17.055,Minor,0.0387,86.973,4/4,0.728
Pop,Fat Joe,All The Way Up,61QSuw5VlC0LTS8WMO356g,69,0.062,0.536,191942,0.721,0.0,A#,0.824,-6.44,Minor,0.386,117.139,5/4,0.393
Soul,SiR,Dreaming of Me,6NueIkCzLhp4rXpNAiXDdh,53,0.484,0.537,216500,0.55,0.0,G,0.126,-6.122,Minor,0.0815,135.764,4/4,0.312
Electronic,Hucci,Realm,0sbXBjWymAGRU82hsKZMv0,38,0.0217,0.662,240039,0.632,0.321,C,0.0974,-9.772,Major,0.0571,100.078,4/4,0.138
Opera,Giacomo Puccini,Turandot / Act 3: Che Ã¨ mai di me?,59j8PeYnULwMn4i4u8Qzlg,19,0.987,0.236,165693,0.13,0.00121,E,0.299,-20.749,Minor,0.0517,85.764,4/4,0.0655
Anime,Ryuichi Sakamoto,Japan,0e38wH30H0iLDda4NtNI4V,19,0.995,0.276,178900,0.109,0.73,F,0.118,-21.055,Major,0.033,148.627,3/4,0.171
Children's Music,Music For Little People Choir,The Balloon Game,1qGuMOQ0owjEBFANloaQ1O,0,0.606,0.565,157053,0.657,0.0,D,0.275,-5.076,Major,0.222,176.062,4/4,0.965
Jazz,Kiefer,Reinvent Yo Self,7oY8PMeOn2LyvuBPsGrIG6,34,0.118,0.693,175215,0.608,0.784,C,0.132,-5.813,Major,0.0916,81.48,4/4,0.686
Movie,Chorus,Madhuvanthi,13YorKRyGzEwlyUylR8cG6,0,0.828,0.604,597603,0.67,0.000359,D,0.391,-8.04,Major,0.1,99.549,4/4,0.5
Rock,Sufjan Stevens,Visions of Gideon,5c9qm0bMYawSyRNUTmUMs5,58,0.942,0.252,247808,0.314,0.676,F,0.0892,-18.197,Minor,0.0407,75.056,4/4,0.2
Electronic,Flying Lotus,Beginners Falafel,56nlGuoISiyzyyoAUwmF4w,33,0.0731,0.654,148267,0.726,0.891,A#,0.243,-5.491,Minor,0.0354,90.969,4/4,0.56
Jazz,Nujabes,Perfect Circle Instrumentals,2sbaXm76ed7yo51hyGa3ro,35,0.564,0.783,240920,0.484,0.828,C#,0.109,-12.529,Minor,0.0385,80.716,4/4,0.963
Children's Music,Tom's Music Box,"Sonata No. 22 in F, Op. 54, I",0gqDP9H1MTIl2oZsOXYaad,15,0.863,0.678,37153,0.517,0.437,F,0.18,-12.674,Major,0.181,86.205,4/4,0.481
R&B,Tom Misch,Home,4LPraPfByX8L6YuqmJ4DJX,49,0.364,0.763,268438,0.327,0.866,A,0.124,-7.563,Major,0.031,114.014,4/4,0.556
Reggae,Sugar Minott,Good Thing Going,4MM4UlT0j7MePs9bMoi34N,57,0.645,0.671,197333,0.519,0.000368,C#,0.31,-11.165,Major,0.0376,77.532,4/4,0.939
Opera,Richard Wagner,"Das Rheingold, WWV 86A, Scene 2: ""Um des Gatten Treue besorgt""",706kH7YXdO1ZE6ji96t5WX,11,0.939,0.363,301547,0.0604,3.22e-06,C,0.631,-24.301,Major,0.0452,79.456,4/4,0.117
Folk,The Supremes,Stop! In The Name Of Love,5yfrc6CGOXxDWx3nGUDcNj,66,0.508,0.628,172933,0.593,0.0,C,0.104,-7.515,Major,0.0279,114.944,4/4,0.488
Folk,Todd Snider,Just Like Overnight,1kARtjfkZrAQ8jIFXTagHk,39,0.886,0.543,199147,0.327,7.77e-05,B,0.0763,-8.541,Major,0.0497,149.778,4/4,0.515
Reggaeton,Yaga & Mackie,Veo Veo,3DfzDsO6MOeq8GbPOSTFtv,31,0.217,0.782,242991,0.792,0.0,A,0.119,-7.656,Minor,0.0659,114.001,4/4,0.571
Anime,Superfly,æããç³ã¯ç¾ãã,6aYNnH9zuVUtFVSK2RpuVP,19,0.00274,0.609,280813,0.711,2.56e-06,C#,0.106,-3.177,Major,0.038,122.98,4/4,0.932
Soul,Always Never,No Good,4DEOpicfWBGQWUlajOgUcH,45,0.492,0.572,149333,0.653,1.32e-06,A,0.111,-5.595,Minor,0.0456,90.072,4/4,0.209
Jazz,Deaf Center,Time Spent,3ZLzPbSOw4OfVqa5zyEWCu,45,0.99,0.389,129773,0.0894,0.937,E,0.164,-24.719,Minor,0.0266,72.983,4/4,0.17
Pop,The Head and the Heart,All We Ever Knew,72zmwnbXjx9fMUjw3mbDSs,67,0.00224,0.487,225560,0.724,1.03e-05,C,0.213,-5.905,Major,0.0289,102.03,4/4,0.546
Rock,Alien Ant Farm,Smooth Criminal,5z6xHjCZr7a7AIcy8sPBKy,75,0.00434,0.647,209267,0.964,0.0036,A,0.15,-4.225,Minor,0.06,126.942,4/4,0.875
Childrenâs Music,Mahalia,Do Not Disturb,0HRkuP4sFPLLnbWpup0OgQ,69,0.257,0.789,230560,0.836,3.06e-05,F,0.126,-3.175,Minor,0.171,102.998,4/4,0.687
Rap,Lil Mosey,Kamikaze,1iPBD72u3nAyFEeardYuBV,83,0.301,0.792,139200,0.571,0.0,G#,0.1,-7.539,Minor,0.094,99.999,4/4,0.556
Dance,Morgan Page,The Longest Road - deadmau5 Remix Edit,77w8cBOdasP7aNcPD9Dec8,52,0.00385,0.699,239213,0.737,0.000471,C#,0.0392,-6.724,Major,0.0368,124.981,4/4,0.543
Rock,Queen,Killer Queen,4mKlzy0qaK1c2Qw5e2VqpF,53,0.358,0.574,180067,0.547,0.0,A#,0.0807,-9.722,Major,0.0416,117.244,4/4,0.559
Dance,One Direction,Stand Up,0GD0y1mFuOOnFFoHnImoMM,52,0.00662,0.582,173440,0.902,0,E,0.19,-3.647,Major,0.0622,124.993,4/4,0.91
Childrenâs Music,Pantera,10's,5qG4mrKUlmGce1FA4wGrr7,49,0.000598,0.357,289893,0.812,0.0175,E,0.125,-6.522,Major,0.0445,110.788,4/4,0.108
Soundtrack,Christophe Beck,Elsa Imprisoned - Score Demo,5Clxl180dvIgvHZsJaPRT0,36,0.976,0.141,64467,0.0284,0.936,G,0.133,-27.428,Minor,0.0416,141.698,3/4,0.0326
Soul,Lady Wray,Do It Again,7cjbglDR6yec0j1gl92ApG,41,0.224,0.568,239347,0.607,0.000312,B,0.103,-7.976,Minor,0.0363,96.224,4/4,0.783
